,Title,Location,reviewees,reviewers,reviews,ratings
29,UFO  'Futuro styled Flying Saucer'!," Planes for Rent in Redberth, United Kingdom ",Toby,Kristie,amazing stay would definitely use again  very unique  anybody who loves space scfi retro old school gaming will love this ,5
30,UFO  'Futuro styled Flying Saucer'!," Planes for Rent in Redberth, United Kingdom ",Toby,Ffion,a quirky experience with hidden extras included  we thoroughly enjoyed our stay and our dog loved it to   recommend it to anyone looking for something different    ,5
31,UFO  'Futuro styled Flying Saucer'!," Planes for Rent in Redberth, United Kingdom ",Toby,Sarah,couldn t fault anything  we will definitely be back ,5
32,UFO  'Futuro styled Flying Saucer'!," Planes for Rent in Redberth, United Kingdom ",Toby,Calum,quirky experience  fun for those who want something different,5
33,UFO  'Futuro styled Flying Saucer'!," Planes for Rent in Redberth, United Kingdom ",Toby,John,really great place to stay  the flying saucer is fantastic fun to stay in  ,5
34,UFO  'Futuro styled Flying Saucer'!," Planes for Rent in Redberth, United Kingdom ",Toby,Patricia,it s very secluded and quiet place  lovely and clean  would deffo recommend  wolf is amazing very knowledgeable,5
35,UFO  'Futuro styled Flying Saucer'!," Planes for Rent in Redberth, United Kingdom ",Toby,Zoe,totally amazing    so well looked after site  the ufo was crazy  ,5
36,UFO  'Futuro styled Flying Saucer'!," Planes for Rent in Redberth, United Kingdom ",Toby,Maire-Kate,we had a fab time staying at toby s  the ufo is very unique and my two children were in absolute awe  we were just gutted it was only for one night and we didn t stay longer ,5
37,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Kent,fantastic location   we tried most of dee and dunc s food and drink recommendations while in edinburgh    devil s advocate was our favorite   dee and dunc s place has an excellent location  very roomy  and comfy ,5
38,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Brandon,loved staying at dunc   dee s  the location was amazing to central edinburgh  everything was in walking distance  waverley station  the royal mile  and edinburgh castle  throughly enjoyed our stay and will be back when we travel back to edinburgh ,5
39,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Emily,dunc   dee s flat was the perfect stay to my first trip to edinburgh  apartment was clean and the kitchen was stocked with everything you could possibly need  there was a small issue with the heating during the stay that was resolved quickly and effectively by the hosts excellent communication  furthermore  the location is great for shopping and restaurants  within walking distance  overall  a great experience ,5
40,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Rebecca,we stayed at dunc   dee s for   nights  we loved the proximity to the royal mile  waverly station  and really everywhere we wanted to go in edinburgh was walkable from the flat  it was also close to our daughter s uni accommodations  which was a huge plus   the flat was cozy and had everything we needed for a stay that felt like we were at home  the bed was comfy  the towels were fluffy and the body wash  shampoo  lotion etc  were wonderful  we enjoyed the fabulous coffee  and now my husband wants to buy a mocha pot   communication was great  would definitely recommend to anyone wanting to stay in the heart of old town ,5
41,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Jenn,my husband and i loved this stay  the location was perfect and we loved the recommendations left by the host  would highly recommend  ,5
42,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Crystal,definitely stay here if you re in edinburgh   the place is perfectly situated to walk everywhere  really great location and very cute   hosts had amazing recommendations and sweet gifts for us ,5
43,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Meagan,the apartment was super efficient and clean  a perfect location to see all the old town sites   dunc   dee s guide to the restaurants and pubs of the city was extremely helpful as well  loved my edinburgh stay ,5
44,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Lindsay & Ana,i can t say enough about what a wonderful airbnb dunc   dee s place is  i don t want to give away this secret little gem but honestly  this is one of the best airbnbs i ve stayed in    first off  you can t beat the location  everything is at your door step  the whole apartment is so well done  especially given the age of the building it is  dunc and dee went out of their way to leave champagne and homemade cookies  i wish all airbnbs were this well done   i will happily stay here again  anytime i am in edinburgh ,5
45,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Chris,count yourself lucky that this artsy flat is available during your dates  it was the absolute best thing about our   day stay in edinburgh  it is filled with everything you need or could want  fresh flowers   a welcome bottle of bubbly in the fridge  a starter supply of really good tea and coffee  and milk   upscale soap  etc at all sinks and in the shower  hair conditioner  the best iron i ve ever used  bosch s   windows that open onto a royal mile intersection containing the best womens  wear shop in town  i could go on and on  but let me end with the fact that the artsy flat is walkable to everything you will want to see in old town or beyond  i can t wait to get back ,5
46,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Lindsie,the obvious  location location location  mere steps from the royal mile and snugly in old town  couldn t have picked a better spot the not as obvious  duncan and dee have done a fantastic job of curating a home away from home  everything from the space to the personal touches and welcome homemade shortbread was perfection   highly highly recommend this stay,5
47,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Marcie,wonderful place  the location was perfect  right off the royal mile   the hosts left very detailed directions for the apartment along with a list of suggestions for food  drinks  and entertainment  we really appreciated all the recommendations       the apartment was very nice and well equipped  when we were not out exploring the city we enjoyed relaxing in the apartment  we would  highly recommend this place ,5
48,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Ashley,the perfect location  very easy to find and very comfortable  love having great amenities as well ,5
49,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,William,great hosts  great place  great location   around the corner from everything you would want to see in edinburgh  but not on top of all of the tourists ,5
50,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Stalin,great place to stay at  good location  very comfortable ,5
51,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Margie,dunc   dee s flat is super cute with the living room and kitchen being larger than we expected  it was great to make ourselves coffee in the morning and lounge in the comfy living room while planning our day  the location couldn t be more convenient but you do have to get your suitcase up two flights so pack light    ,5
52,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Holly,had a great experience here  the hosts really thought of everything you could need during your stay  the location is great  the view from the flat is charming  and the hosts really made it easy  they thought of everything and provided great detail in the laminated forms in the flat that answer every question you could have  i d stay here again ,5
53,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Katrina,gorgeous place  perfect location  lovely details  and an overall wonderful stay  dunc   dee were fabulous hosts with great communication  awesome local suggestions  and sweet welcome gifts xx,5
54,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Carl,this flat is in the perfect spot to get quickly around edinburgh   they made sure the flat was well stocked and we really enjoyed our stay   there was one small issue that dee immediately took care of   things can happen and it s really how people respond that make the difference for me     stars all around ,5
55,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Dawn,the flat is in an ideal location to enjoy central edinburgh and the main windows have a lovely view  the bathroom was very modern and there was a great supply of hot water and high end toiletries  luckily  the bedroom is at the back of the flat so it is perfectly quiet because you can hear quite a bit of traffic going over the brick street in the living room  but as long as you shut the bedroom door  it is very peaceful  the kitchen has everything that you need to make meals at home  including some cooking basics like oil  salt  pepper  etc  the flat is on a mid level floor  so going up and down to street level was not a problem  i would say that the flat is relatively small  and i am from nyc so i know what small looks like   so i would not suggest this flat for a family  it is appropriate for a solo traveler or a couple  my only critiques would be that the flat is not idea for working  as the only table is very small and it is difficult to work on a computer with a mouse and still have space to take notes in meetings  but if you are not working full time like me  then this will not be an issue  also  the internet runs at about       mbps  which was fine for my work situation  but others who need high speed access might want to keep that in mind  overall  i would say that the flat is lovely for holiday travelers looking for a convenient and well stocked space ,5
56,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Scott,excellent location and everything needed for a relaxed and comfortable stay in edinburgh   steps from the royal mile  an easy 10 1  minute walk to princes street and the new town  plenty of restaurants and bars within minutes of the flat   hosts provided a useful list of recommendations regarding food and drink  shower water pressure perfect   great choice for 1   people ,5
57,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Bryan,we throughly enjoyed our stay   the flat was lovely and perfectly located  dunc and dee were very friendly  they also had very helpful recommendations  we would absolutely stay there again if when we come back to edinburgh ,5
58,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Karen,we loved our stay in edinburgh  the apartment was attractive and comfortable  and the location was fantastic  we definitely recommend it ,5
59,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Monica,the apartment is in a perfect location in edinburgh to see the royal mile and to join tours of scotland   it was well equipped with kitchen and bathroom essentials   the hosts were very communicative with check in and left us a welcoming package   there was also a few pages available of instructions and restaurant recommendations   hosts were easy to reach at all times   it was a benefit to be able to explore the sights and have the apartment within walking distance of restaurants  the train station  and attractions   there is also a nice view from one window   a very pleasant experience ,5
60,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Janet,the best thing about dee and dunc s place is the location just off the middle of the royal mile and right around the corner from a few cafe s  pubs  and a small grocery store   the place is small and up two flights of stairs but very functional with a comfy bed and great water pressure in the shower   they also had a bathroom sink with drawers  something we had not seen before  they also provided a bottle of wine  starter coffee  and some fresh flowers to make us feel welcome   check in was clear  even if we did accidentally go to the wrong door first    and they were kind enough to let us know that the place was ready early  dee and dunc also left clear instructions and good recommendations for restaurants and cafes   we tried mimi s around the corner for scones  and outsider for lunch one day  highly recommend   another restaurant we liked for its quieter atmosphere but great food was le bistro  in the french embassy ,5
61,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Robert,a comfortable  clean  well lit apartment right in the center of where we wanted to be       stars  ,5
62,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Jessica,great location in edinburgh  the hosts provided lots of great recommendations that helped make our stay great ,5
63,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Paula,great location  dee was a great host  she welcomed us with a bottle of prosecco and provided us with amazing local recommendations in the area  we were very appreciative and enjoyed our stay ,5
64,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Sandra,this is the perfect spot for anyone visiting old town edinburgh  right in the middle of all the history  very convenient and quiet at night  this apartment made us feel like home  or like a friend s  apartment  it is very comfortable and inviting  do be aware the toilet area is very small  it meant a lot to us to be able to stay in the renovated historical building  perfect and cozy ,5
65,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Jillian,from the thoughtful arrival gifts of dee s homemade shortbread and a bottle of prosecco to the quick communication  i would highly recommend renting this spot  it s location was also within walking distance to all the places i visited  thanks again for a great stay ,5
66,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Tommy,great location for exploring downtown  it was great to be able to pop in during the day as needed ,5
67,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Casey,lovely place to stay in edinburgh  the space is small  but that s to be expected for city dwellings  it was well located  comfortable  and great for our time  thanks for everything ,5
68,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Emily,truly an amazing stay  the location absolutely cannot be beat  you are right near all the best spots in the city within walking distance  the communication with dunc and dee was impeccable and the style and decor of the flat was great  i wouldn t want to stay anywhere else in edinburgh ,5
69,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Tori,the airbnb was perfect  it was the perfect location and it was great to be able to just get up and grab coffee across the street before starting our day ,5
70,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Shivalika,amazing location and very cute apartment  the view from the living room is just beautiful and the laundry is a huge plus  everything was perfect just the bed may be uncomfortable for two average sized people to fit in and the toilet is in a separate room than the bath ,5
71,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Rebecca,this was the best airbnb to stay in in edinburgh  very centrally located    min walk to anywhere we wanted to go whether it be new town  the castle  royal mile etc  while also being quiet  dunc and dee went above and beyond to make us feel welcomed with prosecco and fresh milk for coffee and tea  will definitely be back ,5
72,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Brooke,my husband and i stayed here for the last few nights of our anniversary trip  the space was very comfortable  location was excellent  and hosts were exceptional  they  had amazing suggestions for where to eat and places to visit and we enjoyed all of the recommendations we had time to explore  we will definitely stay here again on our next visit to edinburgh ,5
73,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Maddie,cute apartment in a very central spot ,4
74,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Christian,this was a perfect getaway spot in a brilliant location in the heart of edinburgh   flat was charming and comfy  and the hosts were super responsive ,5
75,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Ashley,fantastic location and made us feel like locals ,5
76,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Sarah,we loved staying at duncan   dee s place  they had just recently redecorated and it is so wonderful and dee did everything go make sure we were comfortable  the location is the best  we couldn t have been happier  we loved this place and will definitely stay here again if we come back  thank you duncan and dee ,5
77,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Tina,wonderful location   we enjoyed our stay and would stay here again ,5
78,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Jennifer,dee and duncan are wonderful hosts who made sure to think of everything we might need for a comfortable stay in edinburgh  you can t ask for a better spot   perfect walking distance to all major sites and attractions with a cozy  private feel right in the middle of old town  dee and duncan were also so detailed and helpful with their welcome home brochure  they had a ton of food and pub suggestions which we thoroughly enjoyed  do yourself and favor and book this flat  you won t regret it ,5
79,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Kim,we enjoyed our five night stay at this cute  comfortable flat in a perfect location just steps from the royal mile  the hosts were very responsive and went out of their way to ensure a great stay   they provide helpful recommendations for eating out and nearby activities  and were very responsive to questions  the location was convenient to sainsbury  which allowed us to get groceries and make breakfast each day at the flat  there are plenty of shops and restaurants nearby  and we enjoyed being able to walk to a lot of the attractions within about 1  minutes  we were lucky to be there during the christmas market   and especially enjoyed strolling through the many choices of food and gifts and some impressive rides  located down by waverly train station  it is all beautifully lit up at night  and with the castle and monuments in the background  it is spectacular  we hope to be back to further explore this beautiful city  and would definitely enjoy staying in this flat again ,5
80,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Alina,dee and dunc were so kind and communicative  they personally carried my bags up to the flat so i could explore the city hands free before check in  the flat itself was so lovely and cozy  with lots of thoughtful details  a detailed recommendation list and homemade cookies ,5
81,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Susan,fantastic location   great communication with hosts  would stay again ,5
82,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Christian,perfect place to celebrate our anniversary  thank you for the champagne  location couldn t be better  we hope to be back next year ,5
83,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Nancy,this stylish and comfy flat was just right for our   nights in edinburgh  great place to come home to after a day of meetings or a day of walking and seeing the city   so many thoughtful touches  and good location   we tried several of the hosts   great restaurant recommendations and also discovered a few more ,5
84,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Cliff,great place to stay  right in the middle of old town ,5
85,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Ashley & Joe,dunc   dee s home was a lovely stop for our first home in scotland  upon entry and setting our bags down  gentle note on mobility  there is a spiral staircase to ascend with all your luggage before arriving at door   we were greeted with an adorably package stack of dee s homemade shortbread   we promptly made a proper cuppa and sat down and enjoyed a nice moment together in their lovely space  after a long hard day of travel   the tasty treats were a nice touch  the view of the beautiful scottish architecture from the 1 00s out the windows was a nice addition to our first few moments in edinburgh    the shower room was cozy  with the heated towel rack  and the lovely rain shower style shower head  it was really nice to have a warm shower there after a long day of adventuring    the bathroom is split up into two rooms  the shower and sink are in one room  then the toilet and separate additional sink are in a separate room   note it is a much smaller room  quite a bit small to navigate if in the middle of the night or not used to small  tight spaces   it worked perfectly for us  i actually like it being a private little rest room nook  more true to the name  water closet   but just a gentle heads up if you have a larger party   the kitchen was perfectly lovely   had everything we needed   including a washer for laundry which was much required at this point in the trip   a cupboard stocked with tea  and the mini fridge even had milk and a bottle of prosecco for us although we did not have the use for it this trip  the addition was a nice touch and much appreciated      the bedroom was lovely and stylish  with comfy pillows  and duvet  loved that there was a spare blanket for those chilly fall edinburgh evenings   bed was standard  spouse   i were split on comfortable level  so to each their own   it was a much welcome rest point after an exhausting travel day   another appreciated  bonus touch  was the bluetooth speaker  we enjoyed playing relaxing music in the evenings and curling up with a couple cups of tea     it was quite lovely staying in dunc   dee s place  we would stay again for our next edinburgh trip for sure  thank you for a lovely stay     ashley   joe,5
86,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Ana,great hosts     their list of recommendations was amazing    had the best experiences in the restaurants they suggest  the location is unbeatable  cozy apartment  everything was perfect ,5
87,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Brittney,this apartment is perfectly located in the middle of the royal mile  it was nice and quiet despite being in the center of everything  it was also a convenient walk to waverly station  thanks for hosting us ,4
88,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Chad,fantastic centralized location  warm welcoming space with minimal street noise  hosts responded quickly to questions and provided a lot of detailed information regarding local attractions and recommendations on places to eat and drink  would definitely book again ,5
89,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Doris,dunc and dee are extraordinary hosts  they will make you feel very welcome  the location cannot be beat  they are prompt responders ,5
90,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,David,perfect location and the hosts couldn t be nicer  absolutely would stay here again ,5
91,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Sean,great location and awesome hosts  their list of local recommendations is the best  so many different options and each one is 10 10 ,4
92,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Sharon,the apartment is exceptionally well located to major attractions  a variety of pubs  restaurants and shopping  we appreciated all of the thoughtful touches and amenities  including the homemade shortbread cookies  the apartment was very comfortable and well equipped for our stay  i d definitely recommend staying at dunc and dee s apartment ,5
